Wavelength_nm,CD_0,CD_100,CD_200,CD_300,CD_400,CD_500,CD_600,CD_700,CD_800,CD_900,CD_1000,CD_900,CD_800,CD_700,CD_600,CD_500,CD_400,CD_300,CD_200,CD_100,CD_0
304.13289399,1.0,0.8725418190956135,0.7613292260706821,0.6642915878463684,0.5796221904693839,0.5057446004603403,0.44128331368344953,0.3850381452578972,0.3359618836845267,0.2931407931368858,0.25577760089478924,0.2931407931368858,0.3359618836845267,0.3850381452578972,0.44128331368344953,0.5057446004603403,0.5796221904693839,0.6642915878463684,0.7613292260706821,0.8725418190956135,1.0
304.215260446,1.0,0.8670857723042058,0.7518377365323812,0.6519078044286257,0.5652599820741341,0.4901288881094122,0.42498378547495136,0.36849739384531316,0.31951884733445046,0.27705024650674165,0.24022632695936866,0.27705024650674165,0.31951884733445046,0.36849739384531316,0.42498378547495136,0.4901288881094122,0.5652599820741341,0.6519078044286257,0.7518377365323812,0.8670857723042058,1.0
304.297613033,1.0,0.8652539765615604,0.7486644439555934,0.6477848872428267,0.5604984496433378,0.48497351241048753,0.41962526014020163,0.3630824250019887,0.31415851205258527,0.2718269018241623,0.23519930773976533,0.2718269018241623,0.31415851205258527,0.3630824250019887,0.41962526014020163,0.48497351241048753,0.5604984496433378,0.6477848872428267,0.7486644439555934,0.8652539765615604,1.0
304.379951749,1.0,0.8670025277135978,0.7516933830617678,0.6517200631801384,0.5650429421388455,0.4898936591011073,0.42473904075152363,0.36824982195021977,0.31927352646092283,0.27681095447365434,0.23999579722747194,0.27681095447365434,0.31927352646092283,0.36824982195021977,0.42473904075152363,0.4898936591011073,0.5650429421388455,0.6517200631801384,0.7516933830617678,0.8670025277135978,1.0
304.462276591,1.0,0.8713351692453657,0.7592249771638501,0.6615394239723722,0.5764225659494486,0.5022572540584108,0.43763440946969806,0.38132625224287503,0.3322629745357465,0.28951241515107334,0.252262349254295,0.28951241515107334,0.3322629745357465,0.38132625224287503,0.43763440946969806,0.5022572540584108,0.5764225659494486,0.6615394239723722,0.7592249771638501,0.8713351692453657,1.0
304.544587559,1.0,0.8776469223041613,0.7702641202299665,0.6760199344811525,0.5933068149136442,0.5207139000910446,0.4570029518159018,0.40108723414514313,0.3520129766229734,0.30894310554427923,0.2711429657480264,0.30894310554427923,0.3520129766229734,0.40108723414514313,0.4570029518159018,0.5207139000910446,0.5933068149136442,0.6760199344811525,0.7702641202299665,0.8776469223041613,1.0
304.626884651,1.0,0.8853481995426372,0.7838414344333895,0.6939726027025195,0.6144073943345936,0.5439644803598156,0.481597973301709,0.42638189856605113,0.37749644621302475,0.3342157989884455,0.29589735589312416,0.3342157989884455,0.37749644621302475,0.42638189856605113,0.481597973301709,0.5439644803598156,0.6144073943345936,0.6939726027025195,0.7838414344333895,0.8853481995426372,1.0
304.709167864,1.0,0.893817193695452,0.798909175745613,0.7140787574824905,0.6382558710905349,0.570484071557788,0.5099084718877375,0.4557649593842338,0.4073705569815375,0.36411480803539104,0.3254520759011514,0.36411480803539104,0.4073705569815375,0.4557649593842338,0.5099084718877375,0.570484071557788,0.6382558710905349,0.7140787574824905,0.798909175745613,0.893817193695452,1.0
304.791437198,1.0,0.9025394962994123,0.8145775423803969,0.7351884047968167,0.6635365725504874,0.5988679639659554,0.540501990547688,0.48782439429774005,0.4402807831120482,0.39737079622025884,0.3586428382647288,0.39737079622025884,0.4402807831120482,0.48782439429774005,0.540501990547688,0.5988679639659554,0.6635365725504874,0.7351884047968167,0.8145775423803969,0.9025394962994123,1.0
304.87369265,1.0,0.9110442191081218,0.8300015691703274,0.7561681314432968,0.6889026048252058,0.6276207356545307,0.5717902430104468,0.5209261954370957,0.4745867989349537,0.4323695596347181,0.3939077878235343,0.4323695596347181,0.4745867989349537,0.5209261954370957,0.5717902430104468,0.6276207356545307,0.6889026048252058,0.7561681314432968,0.8300015691703274,0.9110442191081218,1.0
